Unnamed: 0,name,full_name,age,height,nationality,place_of_birth,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,price_eur,max_price_eur
112,Adam Hlozek,Adam Hložek,20,1.88,Czech Republic,Ivančice,20.0,Attack - Centre-Forward,23,Right,B. Leverkusen,2027-06-30,2022-07-01,Int. Sport ...,Nike,15.0,20.0
90,Niklas Lomb,,29,1.86,Germany,Köln,0.4,Goalkeeper,36,Right,B. Leverkusen,2024-06-30,2012-07-01,Dirk Hebel,Unknown,0.25,0.4
271,Levin Öztunali,Levin Mete Öztunali,27,1.84,Germany,Hamburg,6.5,midfield - Central Midfield,7,Right,Union Berlin,,2021-07-01,Caa Stellar,Nike,1.5,6.5
6,Lucas Hernández,Lucas François Bernard Hernández Pi,27,1.84,France  Spain,Marseille,70.0,Defender - Centre-Back,21,Left,Bayern Munich,2024-06-30,2019-07-01,Manuel García ...,Nike,50.0,70.0
371,Matthias Köbbing,,25,1.96,Germany,Koblenz,0.1,Goalkeeper,44,Both,1.Fc Köln,2025-06-30,2022-03-08,Haspel ...,Unknown,0.025,0.1
355,Dominik Kohr,,29,1.83,Germany,Trier,8.5,midfield - Central Midfield,31,Right,1.Fsv Mainz 05,2026-06-30,2022-07-01,Sports360 Gmbh,Adidas,4.0,8.5
397,Davie Selke,,28,1.95,Germany,Schorndorf,20.0,Attack - Centre-Forward,27,Right,1.Fc Köln,2024-06-30,2023-01-02,Sports Excellence ...,Puma,1.8,20.0
161,Oscar Fraulo,Oscar Luigi Fraulo,19,1.8,Denmark  Italy,Odense,2.0,midfield - Central Midfield,22,Right,Bor. M'Gladbach,2026-06-30,2022-07-01,Nine Group,Nike,2.0,2.0
152,Ramy Bensebaini,رامي بن سبعيني,28,1.87,Algeria,Constantine,22.0,Defender - Left-Back,25,Left,Bor. M'Gladbach,2023-06-30,2019-08-14,Hcm Sports ...,Unknown,20.0,22.0
180,Ridle Baku,Bote Nzuzi Baku,25,1.76,Germany  Dr Congo,Mainz,25.0,Defender - Right-Back,20,Right,Vfl Wolfsburg,2025-06-30,2020-10-01,Aka Global Gmbh,Adidas,13.0,25.0
426,Florian Niederlechner,,32,1.87,Germany,Ebersberg,10.0,Attack - Centre-Forward,7,Right,Hertha Bsc,2025-06-30,2023-01-18,Haspel ...,Unknown,2.2,10.0
187,Kevin Paredes,Kevin Alexander Paredes,20,1.7,United States  Dominican Republic,"South Riding, Virginia",5.0,midfield - Left Midfield,40,Left,Vfl Wolfsburg,2026-06-30,2022-01-28,Unknown,Unknown,5.0,5.0
290,David Colina,David Čolina,22,1.74,Croatia,Zagreb,1.5,Defender - Left-Back,38,Left,Fc Augsburg,2027-06-30,2023-01-14,P&P Sport ...,Nike,1.5,1.5
10,Benjamin Pavard,,27,1.86,France,Maubeuge,45.0,Defender - Right-Back,5,Right,Bayern Munich,2024-06-30,2019-07-01,Carmenta,Adidas,35.0,45.0
393,Steffen Tigges,,24,1.94,Germany,Osnabrück,3.5,Attack - Centre-Forward,21,Left,1.Fc Köln,2026-06-30,2022-07-01,Good Advice Sports ...,Adidas,3.5,3.5
104,Kerem Demirbay,,29,1.83,Germany  Turkey,Herten,32.0,midfield - Central Midfield,10,Left,B. Leverkusen,2024-06-30,2019-07-01,Emg Mundial,Adidas,9.0,32.0
82,Caden Clark,Caden Christopher Clark,19,1.8,United States,"Medina, Minnesota",3.5,midfield - Attacking Midfield,28,Right,Rb Leipzig,2025-06-30,2021-07-01,Ymu Group,Unknown,2.8,3.5
38,Nico Schulz,,30,1.8,Germany,Berlin,25.0,Defender - Left-Back,14,Left,Bor. Dortmund,2024-06-30,2019-07-01,Rogon,Unknown,2.0,25.0
324,Atakan Karazor,,26,1.91,Germany,Essen,4.5,midfield - Defensive Midfield,16,Right,Vfb Stuttgart,2026-06-30,2019-07-01,Emg Mundial,Adidas,4.5,4.5
201,Manuel Gulde,,32,1.84,Germany,Mannheim,4.0,Defender - Centre-Back,5,Right,Sc Freiburg,,2016-07-01,Unique Sports Group,Unknown,1.7,4.0
265,Rani Khedira,,29,1.89,Germany  Tunisia,Stuttgart,10.0,midfield - Defensive Midfield,8,Right,Union Berlin,,2021-07-01,Ngm Sports,Unknown,8.0,10.0
148,Ko Itakura,板倉 滉,26,1.88,Japan,"Yokohama, Kanagawa",12.0,Defender - Centre-Back,3,Right,Bor. M'Gladbach,2026-06-30,2022-07-02,Caa Base Ltd,Nike,12.0,12.0
405,Márton Dárdai,,21,1.88,Germany  Hungary,Berlin,6.0,Defender - Centre-Back,31,Left,Hertha Bsc,2025-06-30,2020-07-01,Pro Profil Gmbh,Nike,4.0,6.0
149,Marvin Friedrich,,27,1.93,Germany,Kassel,10.0,Defender - Centre-Back,5,Right,Bor. M'Gladbach,2026-06-30,2022-01-11,Roof,Adidas,5.0,10.0
316,Hiroki Ito,伊藤 洋輝,23,1.88,Japan,"Hamamatsu, Shizuoka",7.5,Defender - Centre-Back,21,Left,Vfb Stuttgart,2025-06-30,2022-07-01,Universal Sports ...,Unknown,7.5,7.5
294,Renato Veiga,Renato Palma Veiga,19,1.9,Portugal,Lisboa,1.0,midfield - Defensive Midfield,8,Left,Fc Augsburg,2023-06-30,2023-01-31,Mondo Victory,Unknown,1.0,1.0
124,Christopher Lenz,,28,1.8,Germany,Berlin,5.0,Defender - Left-Back,25,Left,E. Frankfurt,2024-06-30,2021-07-01,Roof,Unknown,5.0,5.0
380,Benno Schmitz,,28,1.82,Germany,München,3.0,Defender - Right-Back,2,Right,1.Fc Köln,2024-06-30,2018-07-01,Kögl & Partner Gmbh,Unknown,3.0,3.0
97,Jeremie Frimpong,Jeremie Agyekum Frimpong,22,1.71,Netherlands  Ghana,Amsterdam,35.0,Defender - Right-Back,30,Right,B. Leverkusen,2025-06-30,2021-01-27,Prolific Sports ...,Puma,35.0,35.0
145,Jan Olschowsky,Jan Jakob Olschowsky,21,1.84,Germany,Neuss,0.5,Goalkeeper,41,Right,Bor. M'Gladbach,2027-06-30,2020-07-13,B360 Sports,Puma,0.5,0.5
242,Umut Tohumcu,Umut Deger Tohumcu,18,1.75,Germany  Turkey,Offenburg,1.0,midfield - Central Midfield,40,Both,Tsg Hoffenheim,2026-06-30,2023-01-18,Rogon,Adidas,1.0,1.0
280,Rafal Gikiewicz,Rafał Gikiewicz,35,1.9,Poland,Olsztyn,1.5,Goalkeeper,1,Right,Fc Augsburg,2023-06-30,2020-07-01,Wasserman,Adidas,1.2,1.5
98,Timothy Fosu-Mensah,Timothy Evans Fosu-Mensah,25,1.85,Netherlands  Ghana,Amsterdam,7.0,Defender - Right-Back,24,Right,B. Leverkusen,2024-06-30,2021-01-13,Caa Base Ltd,Unknown,3.0,7.0
360,Delano Burgzorg,,24,1.86,Netherlands  Suriname,Amsterdam,2.0,Attack - Left Winger,37,Right,1.Fsv Mainz 05,2025-06-30,2022-07-01,Pure,Puma,2.0,2.0
123,Philipp Max,,29,1.77,Germany,Viersen,20.0,Defender - Left-Back,32,Left,E. Frankfurt,2023-06-30,2023-01-31,Sports360 Gmbh,Nike,6.0,20.0
186,Yannick Gerhardt,,29,1.84,Germany,Würselen,12.0,midfield - Central Midfield,31,Left,Vfl Wolfsburg,2025-06-30,2016-07-01,Stephan Engels,Unknown,7.0,12.0
205,Kiliann Sildillia,Kiliann Eric Sildillia,20,1.86,France  Guadeloupe,Montigny-Lès-Metz,12.0,Defender - Right-Back,25,Right,Sc Freiburg,2026-06-30,2021-07-01,Rogon,Unknown,12.0,12.0
249,Andrej Kramaric,Andrej Kramarić,31,1.77,Croatia,Zagreb,38.0,Attack - Centre-Forward,27,Right,Tsg Hoffenheim,2025-06-30,2016-07-01,Unknown,Adidas,9.0,38.0
315,Konstantinos Mavropanos,Κωνσταντίνος Μαυροπάνος,25,1.94,Greece,Athens,17.0,Defender - Centre-Back,5,Right,Vfb Stuttgart,2025-06-30,2022-07-01,Konstantinos Farras,Unknown,15.0,17.0
419,Kevin-Prince Boateng,,36,1.86,Ghana  Germany,Berlin,23.0,midfield - Attacking Midfield,27,Right,Hertha Bsc,2023-06-30,2021-07-01,Excellence Sport,Puma,0.7,23.0
361,Brajan Gruda,,18,1.78,Germany  Albania,Speyer,0.5,Attack - Right Winger,43,Left,1.Fsv Mainz 05,2026-06-30,2022-11-18,Robert Schneider,Adidas,0.5,0.5
309,Dion Beljo,Dion Drena Beljo,21,1.95,Croatia,Zagreb,6.5,Attack - Centre-Forward,7,Left,Fc Augsburg,2027-06-30,2023-01-13,Roof,Unknown,6.5,6.5
408,Maximilian Mittelstädt,,26,1.8,Germany,Berlin,14.0,Defender - Left-Back,17,Left,Hertha Bsc,2027-06-30,2015-08-19,Sports360 Gmbh,Nike,2.0,14.0
387,Joshua Schwirten,,21,1.82,Germany,Bergisch Gladbach,0.2,midfield - Central Midfield,10,Both,1.Fc Köln Ii,2023-06-30,2021-07-01,Cs,Unknown,0.2,0.2
126,Aurélio Buta,Aurélio Gabriel Ulineia Buta,26,1.72,Portugal  Angola,Unknown,6.0,Defender - Right-Back,24,Right,E. Frankfurt,2026-06-30,2022-07-01,Proeleven S.A.,Unknown,6.0,6.0
493,Keven Schlotterbeck,,26,1.89,Germany,Weinstadt,7.5,Defender - Centre-Back,31,Left,Vfl Bochum,2023-06-30,2023-01-02,Robert Schneider,Unknown,3.0,7.5
226,Ozan Kabak,Ozan Muhammed Kabak,23,1.87,Turkey,Ankara,32.0,Defender - Centre-Back,5,Right,Tsg Hoffenheim,2026-06-30,2022-07-23,F-F Sport,Nike,10.0,32.0
431,Michael Zetterer,,27,1.87,Germany,München,0.8,Goalkeeper,30,Both,Werder Bremen,,2015-01-27,Emg Mundial,Unknown,0.5,0.8
222,Oliver Baumann,,32,1.87,Germany,Breisach Am Rhein,10.0,Goalkeeper,1,Right,Tsg Hoffenheim,2024-06-30,2014-07-01,Cn Sports,Adidas,4.5,10.0
130,Sebastian Rode,,32,1.79,Germany,Seeheim-Jugenheim,10.0,midfield - Central Midfield,17,Right,E. Frankfurt,2024-06-30,2019-07-27,Pro Profil Gmbh,Nike,2.5,10.0
433,Dudu,,24,1.96,Germany  Brazil,Duisburg,0.3,Goalkeeper,38,Right,Werder Bremen,2024-06-30,2020-07-01,Dc International ...,Puma,0.2,0.3
489,Michael Esser,,35,1.98,Germany,Castrop-Rauxel,2.0,Goalkeeper,21,Right,Vfl Bochum,2024-06-30,2021-07-01,Robert Schneider,Unknown,0.4,2.0
338,Luca Pfeiffer,,26,1.96,Germany,Bad Mergentheim,2.8,Attack - Centre-Forward,20,Right,Vfb Stuttgart,2026-06-30,2022-08-02,Haspel ...,Unknown,2.0,2.8
389,Florian Kainz,,30,1.76,Austria,Graz,4.5,Attack - Left Winger,11,Both,1.Fc Köln,2025-06-30,2019-01-18,You First,Unknown,4.0,4.5
414,Lucas Tousart,,26,1.85,France,Arras,25.0,midfield - Defensive Midfield,29,Right,Hertha Bsc,2025-06-30,2020-01-27,Hexagon,Unknown,11.0,25.0
365,Karim Onisiwo,,31,1.88,Austria,Wien,4.5,Attack - Centre-Forward,9,Right,1.Fsv Mainz 05,2024-06-30,2016-01-05,Roof,Unknown,3.5,4.5
303,Nathanaël Mbuku,,21,1.7,France  Dr Congo,Villeneuve-Saint-Georges,9.0,Attack - Left Winger,34,Left,Fc Augsburg,2027-06-30,2023-01-30,Bs Group - Bs Law,Unknown,4.0,9.0
297,Arne Maier,,24,1.86,Germany,Ludwigsfelde,24.0,midfield - Central Midfield,10,Right,Fc Augsburg,2025-06-30,2022-07-01,11Wins,Puma,5.5,24.0
378,Jonas Hector,,32,1.85,Germany,Saarbrücken,20.0,Defender - Left-Back,14,Left,1.Fc Köln,2023-06-30,2012-07-01,Act Sports Group,Adidas,3.5,20.0
350,Aarón Martín,Aarón Martín Caricol,26,1.8,Spain,Montmeló,20.0,Defender - Left-Back,3,Left,1.Fsv Mainz 05,2023-06-30,2019-07-01,By And For,Unknown,7.0,20.0
113,Sardar Azmoun,سردار آزمون,28,1.86,Iran,"Gonbad-E Kavus, Golestan",25.0,Attack - Centre-Forward,9,Both,B. Leverkusen,2027-06-30,2022-01-30,Epic Sports,Nike,12.0,25.0
182,Bartol Franjic,Bartol Franjić,23,1.88,Croatia,Zagreb,6.5,midfield - Defensive Midfield,38,Left,Vfl Wolfsburg,2027-06-30,2022-07-01,Kostila,Unknown,4.0,6.5
482,Tim Skarke,,26,1.81,Germany,Heidenheim An Der Brenz,1.0,Attack - Right Winger,20,Right,Fc Schalke 04,2023-06-30,2023-01-23,Unique Sports Group,Unknown,1.0,1.0
356,Edimilson Fernandes,Edimilson Fernandes Ribeiro,27,1.9,Switzerland  Portugal,Sion,8.0,midfield - Central Midfield,20,Right,1.Fsv Mainz 05,2026-06-30,2019-07-01,Ifm,Unknown,3.0,8.0
340,Alou Kuol,,21,1.81,Australia  Southern Sudan,Khartum,0.4,Attack - Centre-Forward,27,Right,Vfb Stuttgart,2025-06-30,2022-07-01,Unknown,Unknown,0.3,0.4
496,Mohammed Tolba,محمد طلبه,18,1.85,Germany  Egypt,Essen,0.2,Defender - Centre-Back,25,Right,Vfl Bochum,2025-06-30,2022-07-01,Wasserman,Unknown,0.2,0.2
409,Marvin Plattenhardt,,31,1.81,Germany,Filderstadt,17.0,Defender - Left-Back,21,Left,Hertha Bsc,2023-06-30,2014-07-01,Briem Soccer ...,Nike,2.0,17.0
236,Angelo Stiller,,22,1.83,Germany,München,7.0,midfield - Defensive Midfield,13,Left,Tsg Hoffenheim,2025-06-30,2021-07-01,Gol International,Unknown,6.0,7.0
461,Sepp van den Berg,,21,1.92,Netherlands,Zwolle,5.0,Defender - Centre-Back,5,Right,Fc Schalke 04,2023-06-30,2022-08-30,Key United,Unknown,5.0,5.0
321,Josha Vagnoman,Josha Mamadou Karaboue Vagnoman,22,1.9,Germany  Cote D'Ivoire,Hamburg,5.0,Defender - Right-Back,4,Right,Vfb Stuttgart,2026-06-30,2022-07-09,Ftc,Adidas,5.0,5.0
167,Jonas Hofmann,,30,1.76,Germany,Heidelberg,16.0,Attack - Right Winger,23,Right,Bor. M'Gladbach,2025-06-30,2016-01-01,Dr. Marco Gutfleisch,Unknown,13.0,16.0
137,Paxten Aaronson,Paxten Reid Aaronson,19,1.75,United States,"Medford, New Jersey",4.5,midfield - Attacking Midfield,30,Right,E. Frankfurt,2027-06-30,2023-01-01,Wasserman,Unknown,4.5,4.5
200,Matthias Ginter,Matthias Lukas Ginter,29,1.91,Germany,Freiburg Im Breisgau,35.0,Defender - Centre-Back,28,Right,Sc Freiburg,2027-06-30,2022-07-01,Unique Sports Group,Unknown,20.0,35.0
261,Jérôme Roussillon,,30,1.72,Guadeloupe  France,Sarcelles,20.0,Defender - Left-Back,26,Left,Union Berlin,,2023-01-12,Only Pro Sport,Nike,3.0,20.0
235,Justin Che,Justin Isiah Che,19,1.85,United States  Germany,"Richardson, Texas",3.0,Defender - Right-Back,24,Right,Tsg Hoffenheim,2023-06-30,2023-01-18,Caa Stellar,Nike,2.0,3.0
116,Jens Grahl,,34,1.92,Germany,Stuttgart,0.75,Goalkeeper,31,Right,E. Frankfurt,2026-06-30,2021-07-19,Pesm,Unknown,0.2,0.75
121,Almamy Touré,,27,1.83,Mali  France,Bamako,8.0,Defender - Centre-Back,18,Right,E. Frankfurt,2023-06-30,2019-01-31,Unknown,Unknown,2.5,8.0
359,Jae-sung Lee,이재성,30,1.8,"Korea, South",Ulsan,4.0,midfield - Attacking Midfield,7,Left,1.Fsv Mainz 05,2024-06-30,2021-07-08,Unique Sports Group,Unknown,4.0,4.0
227,Stanley Nsoki,Stanley Pierre Nsoki,24,1.84,France  Dr Congo,Poissy,12.0,Defender - Centre-Back,34,Left,Tsg Hoffenheim,2027-06-30,2022-08-03,Rogon,Unknown,8.5,12.0
415,Ivan Sunjic,Ivan Šunjić,26,1.85,Croatia,Zenica,6.0,midfield - Defensive Midfield,34,Right,Hertha Bsc,2023-06-30,2022-07-05,Soccertalk Gmbh,Unknown,4.0,6.0
443,Felix Agu,,23,1.8,Germany  Nigeria,Osnabrück,2.5,Defender - Right-Back,27,Right,Werder Bremen,2024-06-30,2020-07-01,Tds Sports,Unknown,1.0,2.5
128,Kristijan Jakic,Kristijan Jakić,25,1.81,Croatia,Split,9.0,midfield - Defensive Midfield,6,Right,E. Frankfurt,2026-06-30,2022-07-01,Niagara Sports ...,Unknown,9.0,9.0
288,Iago,,26,1.81,Brazil,Monte Azul Paulista,6.5,Defender - Left-Back,22,Left,Fc Augsburg,2024-06-30,2019-07-01,C.R,Unknown,5.5,6.5
437,Niklas Stark,,28,1.9,Germany,Neustadt An Der Aisch,20.0,Defender - Centre-Back,4,Right,Werder Bremen,2026-06-30,2022-07-01,Sports360 Gmbh,Adidas,5.5,20.0
108,Amine Adli,,23,1.74,France  Morocco,Béziers,15.0,Attack - Left Winger,21,Left,B. Leverkusen,2026-06-30,2021-08-26,Concept Sport Agency,Adidas,15.0,15.0
382,Dejan Ljubicic,,25,1.87,Austria,Wien,10.0,midfield - Defensive Midfield,7,Right,1.Fc Köln,2025-06-30,2021-07-01,Dirk Hebel,Unknown,10.0,10.0
335,Serhou Guirassy,Serhou Yadaly Guirassy,27,1.87,Guinea  France,Arles,15.0,Attack - Centre-Forward,9,Right,Vfb Stuttgart,2023-06-30,2022-09-01,Relatives,Unknown,10.0,15.0
134,Daichi Kamada,鎌田 大地,26,1.84,Japan,"Iyo, Ehime",30.0,midfield - Attacking Midfield,15,Right,E. Frankfurt,2023-06-30,2017-07-01,Roberto Tukada,Nike,30.0,30.0
374,Julian Chabot,Julian Jeffrey Gaston Chabot,25,1.95,Germany  France,Hanau,3.5,Defender - Centre-Back,24,Left,1.Fc Köln,2023-06-30,2022-01-26,Pro Profil Gmbh,Unknown,3.5,3.5
44,Salih Özcan,,25,1.83,Turkey  Germany,Köln,17.0,midfield - Defensive Midfield,6,Right,Bor. Dortmund,2026-06-30,2022-07-01,Dirk Hebel,Unknown,17.0,17.0
475,Tom Krauß,,21,1.82,Germany,Leipzig,6.0,midfield - Central Midfield,6,Right,Fc Schalke 04,2023-06-30,2022-07-01,Roof,Adidas,6.0,6.0
66,Josko Gvardiol,Joško Gvardiol,21,1.85,Croatia,Zagreb,75.0,Defender - Centre-Back,32,Left,Rb Leipzig,2027-06-30,2021-07-01,Marjan Sisic,Unknown,75.0,75.0
286,Jeffrey Gouweleeuw,,31,1.87,Netherlands,Heemskerk,12.0,Defender - Centre-Back,6,Right,Fc Augsburg,2024-06-30,2016-01-09,Seg,Under Armour,3.5,12.0
86,Yussuf Poulsen,Yussuf Yurary Poulsen,28,1.92,Denmark  Tanzania,Kopenhagen,35.0,Attack - Centre-Forward,9,Right,Rb Leipzig,2024-06-30,2013-07-04,Pep Consulting,Unknown,10.0,35.0
245,Tom Bischof,,17,1.76,Germany,Aschaffenburg,3.5,midfield - Attacking Midfield,39,Left,Tsg Hoffenheim,2025-06-30,2021-07-01,Agent Is Known - Player Under 18,Unknown,3.5,3.5
189,Jakub Kaminski,Jakub Kamiński,20,1.79,Poland,Ruda Śląska,10.0,Attack - Left Winger,16,Right,Vfl Wolfsburg,2027-06-30,2022-07-01,Bmg-Sport,Adidas,10.0,10.0
396,Tim Lemperle,,21,1.89,Germany,Frankfurt Am Main,2.0,Attack - Centre-Forward,25,Right,1.Fc Köln,2025-06-30,2020-07-01,Rogon,Nike,2.0,2.0
162,Lars Stindl,Lars Edi Stindl,34,1.81,Germany,Speyer,18.0,midfield - Attacking Midfield,13,Right,Bor. M'Gladbach,2023-06-30,2015-07-01,Dirk Hebel,Unknown,2.5,18.0
12,Josip Stanisic,Josip Stanišić,23,1.87,Croatia  Germany,München,12.0,Defender - Right-Back,44,Both,Bayern Munich,2026-06-30,2021-08-01,Ballwerk Sports Gmbh,Adidas,12.0,12.0
35,Antonios Papadopoulos,Αντώνης Παπαδόπουλος,23,1.86,Germany  Greece,Stuttgart,0.6,Defender - Centre-Back,18,Right,B. Dortmund Ii,2024-06-30,2021-07-01,Caa Stellar,Unknown,0.6,0.6
28,Marcel Lotka,Marcel Laurenz Lotka,21,1.9,Germany  Poland,Duisburg,1.3,Goalkeeper,35,Right,Bor. Dortmund,2025-06-30,2022-07-01,Seg,Unknown,1.3,1.3
173,Philipp Schulze,,20,1.9,Germany,Unknown,0.2,Goalkeeper,35,Unknown,Vfl Wolfsburg,2026-06-30,2021-07-01,Pro Profil Gmbh,Adidas,0.2,0.2
144,Jonas Omlin,,29,1.9,Switzerland,Sarnen,8.0,Goalkeeper,1,Right,Bor. M'Gladbach,2027-06-30,2023-01-19,Signature - Iscm Ag,Puma,7.0,8.0
411,Jonjoe Kenny,,26,1.76,England,Liverpool,12.0,Defender - Right-Back,16,Right,Hertha Bsc,2025-06-30,2022-07-01,11Wins,Unknown,4.0,12.0
512,Simon Zoller,Simon Martin Zoller,31,1.79,Germany,Friedrichshafen,3.0,Attack - Centre-Forward,9,Right,Vfl Bochum,2024-06-30,2019-01-01,Goalsky,Puma,1.1,3.0
224,Luca Philipp,,22,1.92,Germany,Stuttgart,0.3,Goalkeeper,37,Unknown,Tsg Hoffenheim,2024-06-30,2020-07-31,Relatives,Unknown,0.3,0.3
96,Daley Sinkgraven,,27,1.79,Netherlands,Assen,9.0,Defender - Left-Back,22,Left,B. Leverkusen,2023-06-30,2019-07-01,V4S,Nike,3.0,9.0
51,Marco Reus,,33,1.8,Germany,Dortmund,50.0,midfield - Attacking Midfield,11,Right,Bor. Dortmund,2024-06-30,2012-07-01,Dirk Hebel,Puma,9.0,50.0
243,Robert Skov,Robert Faxe Skov,26,1.85,Denmark,Marbella,14.0,midfield - Right Midfield,29,Left,Tsg Hoffenheim,2024-06-30,2019-07-29,Elite Sports ...,Unknown,9.0,14.0
403,Rune Jarstein,Rune Almenning Jarstein,38,1.92,Norway,Porsgrunn,2.5,Goalkeeper,22,Right,Hertha Bsc,2023-06-30,2014-01-01,Golden Patch ...,Unknown,0.3,2.5
391,Linton Maina,,23,1.8,Germany  Kenya,Berlin,9.0,Attack - Right Winger,37,Right,1.Fc Köln,2025-06-30,2022-07-01,Roof,Unknown,4.5,9.0
181,Kilian Fischer,,22,1.82,Germany,Miltenberg,2.0,Defender - Right-Back,2,Both,Vfl Wolfsburg,2027-06-30,2022-07-01,Robert Schneider,Unknown,2.0,2.0
41,Thomas Meunier,,31,1.91,Belgium,Sainte-Ode,35.0,Defender - Right-Back,24,Right,Bor. Dortmund,2024-06-30,2020-07-01,Thomas Meunier,Adidas,6.5,35.0
449,Romano Schmid,,23,1.68,Austria,Graz,5.0,midfield - Attacking Midfield,20,Right,Werder Bremen,2025-06-30,2019-01-03,You First,Adidas,4.5,5.0
400,Maximilian Schmid,,20,1.84,Germany,Hanau,0.2,Attack - Centre-Forward,9,Right,1.Fc Köln Ii,2024-06-30,2022-07-01,Rogon U23,Nike,0.2,0.2
209,Nicolas Höfler,,33,1.81,Germany,Überlingen,4.5,midfield - Defensive Midfield,27,Right,Sc Freiburg,,2010-07-01,Unknown,Unknown,2.5,4.5
285,Reece Oxford,Reece Joel Oxford,24,1.9,England  Jamaica,London,12.0,Defender - Centre-Back,4,Right,Fc Augsburg,2025-06-30,2019-08-02,Caa Base Ltd,Unknown,9.0,12.0
257,Danilho Doekhi,Danilho Raimundo Doekhi,24,1.9,Netherlands  Suriname,Rotterdam,12.0,Defender - Centre-Back,5,Right,Union Berlin,2025-06-30,2022-07-01,Wasserman,Unknown,12.0,12.0
425,Wilfried Kanga,Wilfried Kanga Aka,25,1.89,Cote D'Ivoire  France,Montreuil-Sous-Bois,4.0,Attack - Centre-Forward,18,Right,Hertha Bsc,2026-06-30,2022-07-30,Lasana Koita,Unknown,3.0,4.0
4,Matthijs de Ligt,,23,1.89,Netherlands,Leiderdorp,75.0,Defender - Centre-Back,4,Right,Bayern Munich,2027-06-30,2022-07-19,Rafaela Pimenta,Adidas,75.0,75.0
259,Robin Knoche,,30,1.89,Germany,Braunschweig,12.0,Defender - Centre-Back,31,Right,Union Berlin,2024-06-30,2020-08-04,Sports360 Gmbh,Unknown,5.0,12.0
462,Leo Greiml,,21,1.87,Austria,Horn,2.5,Defender - Centre-Back,3,Right,Fc Schalke 04,2025-06-30,2022-07-01,You First,Unknown,1.5,2.5
101,Ayman Azhil,,22,1.75,Morocco  Germany,Düsseldorf,0.4,midfield - Defensive Midfield,32,Unknown,B. Leverkusen,2023-06-30,2020-07-01,Kl Sportsbase,Unknown,0.4,0.4
229,Kevin Vogt,,31,1.94,Germany,Witten,17.0,Defender - Centre-Back,22,Right,Tsg Hoffenheim,2025-06-30,2016-07-01,Roof,Unknown,3.5,17.0
513,Silvère Ganvoula,Silvère Ganvoula M'boussy,26,1.91,Congo,Brazzaville,2.5,Attack - Centre-Forward,35,Right,Vfl Bochum,2023-06-30,2019-07-05,By Sport Consulting,Puma,0.75,2.5
216,Ritsu Doan,堂安 律,24,1.72,Japan,"Amagasaki, Hyogo",15.0,Attack - Right Winger,42,Left,Sc Freiburg,,2022-07-05,Caa Stellar,Puma,15.0,15.0
441,Anthony Jung,,31,1.86,Germany  Spain,Villajoyosa,1.5,Defender - Left-Back,3,Left,Werder Bremen,2024-06-30,2021-07-01,Caa Stellar,Unknown,1.5,1.5
174,Niklas Klinger,,27,1.87,Germany,Wolfsburg,0.1,Goalkeeper,30,Right,Vfl Wolfsburg,2025-06-30,2019-07-01,Tpwe Gmbh,Unknown,0.1,0.1
99,Robert Andrich,,28,1.87,Germany,Potsdam,13.0,midfield - Defensive Midfield,8,Right,B. Leverkusen,2026-06-30,2021-08-16,Teamplayer ...,Unknown,11.0,13.0
295,Tobias Strobl,,32,1.88,Germany,München,8.0,midfield - Defensive Midfield,5,Right,Fc Augsburg,2023-06-30,2020-07-01,Cn Sports,Unknown,0.7,8.0
218,Woo-yeong Jeong,정우영,23,1.79,"Korea, South",Ulsan,5.5,Attack - Second Striker,29,Right,Sc Freiburg,2025-06-30,2019-07-01,Apertura Sports Gmbh,Unknown,4.0,5.5
61,Janis Blaswich,Janis Jonathan Blaswich,32,1.93,Germany,Willich,2.0,Goalkeeper,21,Right,Rb Leipzig,2025-06-30,2022-07-01,Pro Profil Gmbh,Adidas,2.0,2.0
47,Jude Bellingham,Jude Victor William Bellingham,19,1.86,England,Stourbridge,120.0,midfield - Central Midfield,22,Right,Bor. Dortmund,2025-06-30,2020-07-23,Unknown,Adidas,120.0,120.0
32,Niklas Süle,,27,1.95,Germany,Frankfurt Am Main,60.0,Defender - Centre-Back,25,Right,Bor. Dortmund,2026-06-30,2022-07-01,Sports360 Gmbh,Nike,35.0,60.0
270,Paul Seguin,,28,1.85,Germany,Magdeburg,3.0,midfield - Central Midfield,14,Right,Union Berlin,,2022-07-01,Think Forward,Nike,3.0,3.0
331,Silas,,24,1.89,Dr Congo,Kinshasa,25.0,Attack - Right Winger,14,Right,Vfb Stuttgart,2026-06-30,2019-08-13,M-Soccermanagement,Unknown,10.0,25.0
203,Christian Günter,,30,1.84,Germany,Villingen-Schwenningen,12.0,Defender - Left-Back,30,Left,Sc Freiburg,,2012-07-01,Unique Sports Group,Unknown,10.0,12.0
460,Moritz Jenz,,24,1.9,Germany,Berlin,5.5,Defender - Centre-Back,25,Right,Fc Schalke 04,2023-06-30,2023-01-26,Sports360 Gmbh,Unknown,5.5,5.5
27,Gregor Kobel,,25,1.94,Switzerland,Zürich,35.0,Goalkeeper,1,Right,Bor. Dortmund,2026-06-30,2021-07-01,Sbe Management Ag,Unknown,35.0,35.0
402,Tjark Ernst,,20,1.93,Germany,Stuttgart,0.4,Goalkeeper,12,Both,Hertha Bsc,2026-06-30,2022-09-01,Bms Sportconsulting ...,Unknown,0.4,0.4
